 03/31/1992_24:00        0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
 04/30/1992_24:00        0.05    0.05    0.01    0.00    0.00    0.02    0.02    0.00    0.00    0.00    0.00
 05/31/1992_24:00        0.21    0.21    0.24    0.00    0.00    0.11    0.11    0.13    0.00    0.00    0.00
 06/30/1992_24:00        0.23    0.23    0.23    0.00    0.00    0.12    0.12    0.12    0.00    0.00    0.00
 07/31/1992_24:00        0.23    0.23    0.23    0.00    0.00    0.12    0.12    0.12    0.00    0.00    0.00
 08/31/1992_24:00        0.16    0.16    0.16    0.00    0.00    0.08    0.08    0.08    0.00    0.00    0.00
 09/30/1992_24:00        0.14    0.14    0.02    0.00    0.00    0.07    0.07    0.01    0.00    0.00    0.00
 10/31/1992_24:00        0.15    0.15    0.00    0.00    0.00    0.08    0.08    0.00    0.00    0.00    0.00
 11/30/1992_24:00        0.13    0.13    0.00    0.00    0.00    0.07    0.07    0.00    0.00    0.00    0.00
 12/31/1992_24:00        0.10    0.10    0.00    0.00    0.00    0.05    0.05    0.00    0.00    0.00    0.00
 01/31/1993_24:00        0.10    0.10    0.00    0.00    0.00    0.05    0.05    0.00    0.00    0.00    0.00
 02/28/1993_24:00        0.03    0.03    0.00    0.00    0.00    0.01    0.01    0.00    0.00    0.00    0.00
 03/31/1993_24:00        0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
 04/30/1993_24:00        0.01    0.01    0.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
 05/31/1993_24:00        0.21    0.21    0.21    0.00    0.00    0.11    0.11    0.11    0.00    0.00    0.00
 06/30/1993_24:00        0.22    0.22    0.22    0.00    0.00    0.11    0.11    0.11    0.00    0.00    0.00
 07/31/1993_24:00        0.22    0.22    0.22    0.00    0.00    0.12    0.12    0.11    0.00    0.00    0.00
 08/31/1993_24:00        0.18    0.18    0.18    0.00    0.00    0.09    0.09    0.09    0.00    0.00    0.00
 09/30/1993_24:00        0.16    0.16    0.03    0.00    0.00    0.08    0.08    0.02    0.00    0.00    0.00
 10/31/1993_24:00        0.12    0.12    0.00    0.00    0.00    0.06    0.06    0.00    0.00    0.00    0.00
 11/30/1993_24:00        0.13    0.13    0.00    0.00    0.00    0.06    0.06    0.00    0.00    0.00    0.00
 12/31/1993_24:00        0.09    0.09    0.00    0.00    0.00    0.05    0.05    0.00    0.00    0.00    0.00
 01/31/1994_24:00        0.10    0.10    0.00    0.00    0.00    0.05    0.05    0.00    0.00    0.00    0.00
 02/28/1994_24:00        0.02    0.02    0.00    0.00    0.00    0.01    0.01    0.00    0.00    0.00    0.00
 03/31/1994_24:00        0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
 04/30/1994_24:00        0.10    0.10    0.01    0.00    0.00    0.05    0.05    0.00    0.00    0.00    0.00
 05/31/1994_24:00        0.18    0.18    0.24    0.00    0.00    0.09    0.09    0.12    0.00    0.00    0.00
 06/30/1994_24:00        0.20    0.20    0.21    0.00    0.00    0.10    0.10    0.11    0.00    0.00    0.00
 07/31/1994_24:00        0.21    0.21    0.21    0.00    0.00    0.11    0.11    0.11    0.00    0.00    0.00
 08/31/1994_24:00        0.13    0.13    0.17    0.00    0.00    0.07    0.07    0.09    0.00    0.00    0.00
 09/30/1994_24:00        0.02    0.02    0.03    0.00    0.00    0.01    0.01    0.01    0.00    0.00    0.00
 10/31/1994_24:00        0.23    0.23    0.00    0.00    0.00    0.12    0.12    0.00    0.00    0.00    0.00
 11/30/1994_24:00        0.12    0.12    0.00    0.00    0.00    0.06    0.06    0.00    0.00    0.00    0.00
 12/31/1994_24:00        0.08    0.08    0.00    0.00    0.00    0.04    0.04    0.00    0.00    0.00    0.00
 01/31/1995_24:00        0.09    0.09    0.00    0.00    0.00    0.05    0.05    0.00    0.00    0.00    0.00
 02/28/1995_24:00        0.02    0.02    0.00    0.00    0.00    0.01    0.01    0.00    0.00    0.00    0.00
 03/31/1995_24:00        0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
 04/30/1995_24:00        0.01    0.01    0.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
 05/31/1995_24:00        0.15    0.15    0.16    0.00    0.00    0.08    0.08    0.08    0.00    0.00    0.00
 06/30/1995_24:00        0.24    0.24    0.24    0.00    0.00    0.12    0.12    0.12    0.00    0.00    0.00
 07/31/1995_24:00        0.22    0.22    0.22    0.00    0.00    0.11    0.11    0.11    0.00    0.00    0.00
 08/31/1995_24:00        0.18    0.18    0.18    0.00    0.00    0.09    0.09    0.09    0.00    0.00    0.00
 09/30/1995_24:00        0.05    0.05    0.05    0.00    0.00    0.03    0.03    0.03    0.00    0.00    0.00
 10/31/1995_24:00        0.20    0.20    0.00    0.00    0.00    0.11    0.11    0.00    0.00    0.00    0.00
 11/30/1995_24:00        0.13    0.13    0.00    0.00    0.00    0.06    0.06    0.00    0.00    0.00    0.00
 12/31/1995_24:00        0.09    0.09    0.00    0.00    0.00    0.05    0.05    0.00    0.00    0.00    0.00
 01/31/1996_24:00        0.11    0.11    0.00    0.00    0.00    0.06    0.06    0.00    0.00    0.00    0.00
 02/29/1996_24:00        0.02    0.02    0.00    0.00    0.00    0.01    0.01    0.00    0.00    0.00    0.00
 03/31/1996_24:00        0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
 04/30/1996_24:00        0.05    0.05    0.01    0.00    0.00    0.03    0.03    0.01    0.00    0.00    0.00
 05/31/1996_24:00        0.19    0.19    0.24    0.00    0.00    0.10    0.10    0.12    0.00    0.00    0.00
 06/30/1996_24:00        0.21    0.21    0.21    0.00    0.00    0.11    0.11    0.11    0.00    0.00    0.00
 07/31/1996_24:00        0.23    0.23    0.23    0.00    0.00    0.12    0.12    0.12    0.00    0.00    0.00
 08/31/1996_24:00        0.17    0.17    0.17    0.00    0.00    0.09    0.09    0.09    0.00    0.00    0.00
 09/30/1996_24:00        0.03    0.03    0.03    0.00    0.00    0.01    0.01    0.02    0.00    0.00    0.00
 10/31/1996_24:00        0.22    0.22    0.00    0.00    0.00    0.12    0.12    0.00    0.00    0.00    0.00
 11/30/1996_24:00        0.12    0.12    0.00    0.00    0.00    0.06    0.06    0.00    0.00    0.00    0.00
 12/31/1996_24:00        0.09    0.09    0.00    0.00    0.00    0.05    0.05    0.00    0.00    0.00    0.00
 01/31/1997_24:00        0.08    0.08    0.00    0.00    0.00    0.04    0.04    0.00    0.00    0.00    0.00
 02/28/1997_24:00        0.03    0.03    0.00    0.00    0.00    0.01    0.01    0.00    0.00    0.00    0.00
 03/31/1997_24:00        0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
 04/30/1997_24:00        0.10    0.10    0.11    0.00    0.00    0.05    0.05    0.06    0.00    0.00    0.00
 05/31/1997_24:00        0.21    0.21    0.21    0.00    0.00    0.11    0.11    0.11    0.00    0.00    0.00
 06/30/1997_24:00        0.21    0.21    0.21    0.00    0.00    0.11    0.11    0.11    0.00    0.00    0.00
 07/31/1997_24:00        0.23    0.23    0.23    0.00    0.00    0.12    0.12    0.12    0.00    0.00    0.00
 08/31/1997_24:00        0.14    0.14    0.14    0.00    0.00    0.07    0.07    0.07    0.00    0.00    0.00
 09/30/1997_24:00        0.02    0.02    0.02    0.00    0.00    0.01    0.01    0.01    0.00    0.00    0.00
 10/31/1997_24:00        0.19    0.19    0.00    0.00    0.00    0.10    0.10    0.00    0.00    0.00    0.00
 11/30/1997_24:00        0.14    0.14    0.00    0.00    0.00    0.07    0.07    0.00    0.00    0.00    0.00
 12/31/1997_24:00        0.10    0.10    0.00    0.00    0.00    0.05    0.05    0.00    0.00    0.00    0.00
 01/31/1998_24:00        0.10    0.10    0.00    0.00    0.00    0.05    0.05    0.00    0.00    0.00    0.00
 02/28/1998_24:00        0.02    0.02    0.00    0.00    0.00    0.01    0.01    0.00    0.00    0.00    0.00
 03/31/1998_24:00        0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
 04/30/1998_24:00        0.01    0.01    0.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
 05/31/1998_24:00        0.16    0.16    0.16    0.00    0.00    0.08    0.08    0.08    0.00    0.00    0.00
 06/30/1998_24:00        0.21    0.21    0.21    0.00    0.00    0.11    0.11    0.11    0.00    0.00    0.00
 07/31/1998_24:00        0.22    0.22    0.22    0.00    0.00    0.11    0.11    0.11    0.00    0.00    0.00
 08/31/1998_24:00        0.18    0.18    0.18    0.00    0.00    0.09    0.09    0.09    0.00    0.00    0.00
 09/30/1998_24:00        0.03    0.03    0.03    0.00    0.00    0.02    0.02    0.02    0.00    0.00    0.00
 10/31/1998_24:00        0.21    0.21    0.00    0.00    0.00    0.11    0.11    0.00    0.00    0.00    0.00
 11/30/1998_24:00        0.12    0.12    0.00    0.00    0.00    0.06    0.06    0.00    0.00    0.00    0.00
 12/31/1998_24:00        0.10    0.10    0.00    0.00    0.00    0.05    0.05    0.00    0.00    0.00    0.00
 01/31/1999_24:00        0.10    0.10    0.00    0.00    0.00    0.05    0.05    0.00    0.00    0.00    0.00
 02/28/1999_24:00        0.02    0.02    0.00    0.00    0.00    0.01    0.01    0.00    0.00    0.00    0.00
 03/31/1999_24:00        0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
 04/30/1999_24:00        0.07    0.07    0.07    0.00    0.00    0.04    0.04    0.04    0.00    0.00    0.00
 05/31/1999_24:00        0.21    0.21    0.21    0.00    0.00    0.11    0.11    0.11    0.00    0.00    0.00
 06/30/1999_24:00        0.22    0.22    0.22    0.00    0.00    0.11    0.11    0.11    0.00    0.00    0.00
 07/31/1999_24:00        0.23    0.23    0.23    0.00    0.00    0.12    0.12    0.12    0.00    0.00    0.00
 08/31/1999_24:00        0.17    0.17    0.17    0.00    0.00    0.09    0.09    0.09    0.00    0.00    0.00
 09/30/1999_24:00        0.03    0.03    0.03    0.00    0.00    0.02    0.02    0.02    0.00    0.00    0.00
 10/31/1999_24:00        0.24    0.24    0.00    0.00    0.00    0.13    0.13    0.00    0.00    0.00    0.00
 11/30/1999_24:00        0.13    0.13    0.00    0.00    0.00    0.07    0.07    0.00    0.00    0.00    0.00
 12/31/1999_24:00        0.11    0.11    0.00    0.00    0.00    0.06    0.06    0.00    0.00    0.00    0.00
 01/31/2000_24:00        0.13    0.13    0.00    0.00    0.00    0.07    0.07    0.00    0.00    0.00    0.00
 02/29/2000_24:00        0.02    0.02    0.00    0.00    0.00    0.01    0.01    0.00    0.00    0.00    0.00
 03/31/2000_24:00        0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
 04/30/2000_24:00        0.07    0.07    0.06    0.00    0.00    0.04    0.04    0.04    0.00    0.00    0.00
 05/31/2000_24:00        0.21    0.21    0.21    0.00    0.00    0.11    0.11    0.11    0.00    0.00    0.00
 06/30/2000_24:00        0.22    0.22    0.23    0.00    0.00    0.12    0.12    0.12    0.00    0.00    0.00
 07/31/2000_24:00        0.23    0.23    0.23    0.00    0.00    0.12    0.12    0.12    0.00    0.00    0.00
 08/31/2000_24:00        0.17    0.17    0.18    0.00    0.00    0.09    0.09    0.09    0.00    0.00    0.00
 09/30/2000_24:00        0.02    0.02    0.02    0.00    0.00    0.01    0.01    0.01    0.00    0.00    0.00
 10/31/2000_24:00        0.23    0.23    0.00    0.00    0.00    0.12    0.12    0.00    0.00    0.00    0.00
 11/30/2000_24:00        0.12    0.12    0.00    0.00    0.00    0.06    0.06    0.00    0.00    0.00    0.00
 12/31/2000_24:00        0.10    0.10    0.00    0.00    0.00    0.05    0.05    0.00    0.00    0.00    0.00
 01/31/2001_24:00        0.14    0.14    0.00    0.00    0.00    0.07    0.07    0.00    0.00    0.00    0.00
 02/28/2001_24:00        0.03    0.03    0.00    0.00    0.00    0.02    0.02    0.00    0.00    0.00    0.00
 03/31/2001_24:00        0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
 04/30/2001_24:00        0.07    0.07    0.07    0.00    0.00    0.04    0.04    0.04    0.00    0.00    0.00
 05/31/2001_24:00        0.23    0.23    0.23    0.00    0.00    0.12    0.12    0.12    0.00    0.00    0.00
 06/30/2001_24:00        0.22    0.22    0.22    0.00    0.00    0.12    0.12    0.12    0.00    0.00    0.00
 07/31/2001_24:00        0.24    0.24    0.24    0.00    0.00    0.12    0.12    0.12    0.00    0.00    0.00
 08/31/2001_24:00        0.18    0.18    0.18    0.00    0.00    0.09    0.09    0.09    0.00    0.00    0.00
 09/30/2001_24:00        0.02    0.02    0.02    0.00    0.00    0.01    0.01    0.01    0.00    0.00    0.00
 10/31/2001_24:00        0.24    0.24    0.00    0.00    0.00    0.12    0.12    0.00    0.00    0.00    0.00
 11/30/2001_24:00        0.13    0.13    0.00    0.00    0.00    0.07    0.07    0.00    0.00    0.00    0.00
 12/31/2001_24:00        0.10    0.10    0.00    0.00    0.00    0.05    0.05    0.00    0.00    0.00    0.00
 01/31/2002_24:00        0.10    0.10    0.00    0.00    0.00    0.06    0.06    0.00    0.00    0.00    0.00
 02/28/2002_24:00        0.03    0.03    0.00    0.00    0.00    0.02    0.02    0.00    0.00    0.00    0.00
 03/31/2002_24:00        0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
 04/30/2002_24:00        0.09    0.09    0.10    0.00    0.00    0.05    0.05    0.05    0.00    0.00    0.00
 05/31/2002_24:00        0.21    0.21    0.21    0.00    0.00    0.11    0.11    0.11    0.00    0.00    0.00
 06/30/2002_24:00        0.23    0.23    0.23    0.00    0.00    0.12    0.12    0.12    0.00    0.00    0.00
 07/31/2002_24:00        0.23    0.23    0.23    0.00    0.00    0.12    0.12    0.12    0.00    0.00    0.00
 08/31/2002_24:00        0.15    0.15    0.15    0.00    0.00    0.08    0.08    0.08    0.00    0.00    0.00
 09/30/2002_24:00        0.02    0.02    0.02    0.00    0.00    0.01    0.01    0.01    0.00    0.00    0.00
 10/31/2002_24:00        0.22    0.22    0.00    0.00    0.00    0.11    0.11    0.00    0.00    0.00    0.00
 11/30/2002_24:00        0.13    0.13    0.00    0.00    0.00    0.06    0.06    0.00    0.00    0.00    0.00
 12/31/2002_24:00        0.10    0.10    0.00    0.00    0.00    0.05    0.05    0.00    0.00    0.00    0.00
 01/31/2003_24:00        0.10    0.10    0.00    0.00    0.00    0.05    0.05    0.00    0.00    0.00    0.00
 02/28/2003_24:00        0.03    0.03    0.00    0.00    0.00    0.02    0.02    0.00    0.00    0.00    0.00
 03/31/2003_24:00        0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
 04/30/2003_24:00        0.01    0.01    0.01    0.00    0.00    0.01    0.01    0.01    0.00    0.00    0.00
 05/31/2003_24:00        0.15    0.15    0.15    0.00    0.00    0.08    0.08    0.08    0.00    0.00    0.00
 06/30/2003_24:00        0.26    0.26    0.26    0.00    0.00    0.14    0.14    0.14    0.00    0.00    0.00
 07/31/2003_24:00        0.24    0.24    0.24    0.00    0.00    0.12    0.12    0.12    0.00    0.00    0.00
 08/31/2003_24:00        0.17    0.17    0.17    0.00    0.00    0.09    0.09    0.09    0.00    0.00    0.00
 09/30/2003_24:00        0.04    0.04    0.04    0.00    0.00    0.02    0.02    0.02    0.00    0.00    0.00
 10/31/2003_24:00        0.20    0.20    0.00    0.00    0.00    0.11    0.11    0.00    0.00    0.00    0.00
 11/30/2003_24:00        0.13    0.13    0.00    0.00    0.00    0.07    0.07    0.00    0.00    0.00    0.00
 12/31/2003_24:00        0.09    0.09    0.00    0.00    0.00    0.05    0.05    0.00    0.00    0.00    0.00
 01/31/2004_24:00        0.11    0.11    0.00    0.00    0.00    0.06    0.06    0.00    0.00    0.00    0.00
 02/29/2004_24:00        0.03    0.03    0.00    0.00    0.00    0.01    0.01    0.00    0.00    0.00    0.00
 03/31/2004_24:00        0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
 04/30/2004_24:00        0.12    0.12    0.12    0.00    0.00    0.07    0.07    0.06    0.00    0.00    0.00
 05/31/2004_24:00        0.21    0.21    0.21    0.00    0.00    0.11    0.11    0.11    0.00    0.00    0.00
 06/30/2004_24:00        0.21    0.21    0.21    0.00    0.00    0.11    0.11    0.11    0.00    0.00    0.00
 07/31/2004_24:00        0.23    0.23    0.23    0.00    0.00    0.12    0.12    0.12    0.00    0.00    0.00
 08/31/2004_24:00        0.06    0.06    0.06    0.00    0.00    0.03    0.03    0.04    0.00    0.00    0.00
 09/30/2004_24:00        0.02    0.02    0.02    0.00    0.00    0.01    0.01    0.01    0.00    0.00    0.00
 10/31/2004_24:00        0.25    0.25    0.00    0.00    0.00    0.13    0.13    0.00    0.00    0.00    0.00
 11/30/2004_24:00        0.13    0.13    0.00    0.00    0.00    0.06    0.06    0.00    0.00    0.00    0.00
 12/31/2004_24:00        0.10    0.10    0.00    0.00    0.00    0.05    0.05    0.00    0.00    0.00    0.00
 01/31/2005_24:00        0.12    0.12    0.00    0.00    0.00    0.06    0.06    0.00    0.00    0.00    0.00
 02/28/2005_24:00        0.03    0.03    0.00    0.00    0.00    0.02    0.02    0.00    0.00    0.00    0.00
 03/31/2005_24:00        0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
 04/30/2005_24:00        0.06    0.06    0.06    0.00    0.00    0.03    0.03    0.03    0.00    0.00    0.00
 05/31/2005_24:00        0.17    0.17    0.17    0.00    0.00    0.09    0.09    0.09    0.00    0.00    0.00
 06/30/2005_24:00        0.22    0.22    0.22    0.00    0.00    0.12    0.12    0.12    0.00    0.00    0.00
 07/31/2005_24:00        0.23    0.23    0.23    0.00    0.00    0.12    0.12    0.12    0.00    0.00    0.00
 08/31/2005_24:00        0.18    0.18    0.18    0.00    0.00    0.09    0.09    0.09    0.00    0.00    0.00
 09/30/2005_24:00        0.02    0.02    0.02    0.00    0.00    0.01    0.01    0.01    0.00    0.00    0.00
 10/31/2005_24:00        0.17    0.17    0.00    0.00    0.00    0.09    0.09    0.00    0.00    0.00    0.00
 11/30/2005_24:00        0.16    0.16    0.00    0.00    0.00    0.08    0.08    0.00    0.00    0.00    0.00
 12/31/2005_24:00        0.09    0.09    0.00    0.00    0.00    0.05    0.05    0.00    0.00    0.00    0.00
 01/31/2006_24:00        0.13    0.13    0.00    0.00    0.00    0.07    0.07    0.00    0.00    0.00    0.00
 02/28/2006_24:00        0.03    0.03    0.00    0.00    0.00    0.02    0.02    0.00    0.00    0.00    0.00
 03/31/2006_24:00        0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
 04/30/2006_24:00        0.01    0.01    0.01    0.00    0.00    0.01    0.01    0.01    0.00    0.00    0.00
 05/31/2006_24:00        0.20    0.20    0.20    0.00    0.00    0.10    0.10    0.10    0.00    0.00    0.00
 06/30/2006_24:00        0.22    0.22    0.22    0.00    0.00    0.11    0.11    0.11    0.00    0.00    0.00
 07/31/2006_24:00        0.22    0.22    0.22    0.00    0.00    0.12    0.12    0.12    0.00    0.00    0.00
 08/31/2006_24:00        0.17    0.17    0.17    0.00    0.00    0.08    0.08    0.09    0.00    0.00    0.00
 09/30/2006_24:00        0.04    0.04    0.04    0.00    0.00    0.02    0.02    0.02    0.00    0.00    0.00
 10/31/2006_24:00        0.20    0.20    0.00    0.00    0.00    0.11    0.11    0.00    0.00    0.00    0.00
 11/30/2006_24:00        0.13    0.13    0.00    0.00    0.00    0.07    0.07    0.00    0.00    0.00    0.00
 12/31/2006_24:00        0.10    0.10    0.00    0.00    0.00    0.05    0.05    0.00    0.00    0.00    0.00
 01/31/2007_24:00        0.12    0.12    0.00    0.00    0.00    0.06    0.06    0.00    0.00    0.00    0.00
 02/28/2007_24:00        0.03    0.03    0.00    0.00    0.00    0.01    0.01    0.00    0.00    0.00    0.00
 03/31/2007_24:00        0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
 04/30/2007_24:00        0.10    0.10    0.12    0.00    0.00    0.06    0.06    0.06    0.00    0.00    0.00
 05/31/2007_24:00        0.20    0.20    0.20    0.00    0.00    0.11    0.11    0.11    0.00    0.00    0.00
 06/30/2007_24:00        0.22    0.22    0.22    0.00    0.00    0.12    0.12    0.12    0.00    0.00    0.00
 07/31/2007_24:00        0.22    0.22    0.22    0.00    0.00    0.12    0.12    0.12    0.00    0.00    0.00
 08/31/2007_24:00        0.18    0.18    0.18    0.00    0.00    0.09    0.09    0.09    0.00    0.00    0.00
 09/30/2007_24:00        0.02    0.02    0.03    0.00    0.00    0.01    0.01    0.01    0.00    0.00    0.00
 10/31/2007_24:00        0.19    0.19    0.00    0.00    0.00    0.10    0.10    0.00    0.00    0.00    0.00
 11/30/2007_24:00        0.14    0.14    0.00    0.00    0.00    0.08    0.08    0.00    0.00    0.00    0.00
 12/31/2007_24:00        0.10    0.10    0.00    0.00    0.00    0.05    0.05    0.00    0.00    0.00    0.00
 01/31/2008_24:00        0.11    0.11    0.00    0.00    0.00    0.06    0.06    0.00    0.00    0.00    0.00
 02/29/2008_24:00        0.03    0.03    0.00    0.00    0.00    0.02    0.02    0.00    0.00    0.00    0.00
 03/31/2008_24:00        0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
 04/30/2008_24:00        0.13    0.13    0.13    0.00    0.00    0.07    0.07    0.07    0.00    0.00    0.00
 05/31/2008_24:00        0.22    0.22    0.22    0.00    0.00    0.11    0.11    0.11    0.00    0.00    0.00
 06/30/2008_24:00        0.22    0.22    0.22    0.00    0.00    0.11    0.11    0.11    0.00    0.00    0.00
 07/31/2008_24:00        0.22    0.22    0.22    0.00    0.00    0.11    0.11    0.11    0.00    0.00    0.00
 08/31/2008_24:00        0.17    0.17    0.17    0.00    0.00    0.09    0.09    0.09    0.00    0.00    0.00
 09/30/2008_24:00        0.02    0.02    0.02    0.00    0.00    0.01    0.01    0.01    0.00    0.00    0.00
 10/31/2008_24:00        0.22    0.22    0.00    0.00    0.00    0.11    0.11    0.00    0.00    0.00    0.00
 11/30/2008_24:00        0.13    0.13    0.00    0.00    0.00    0.06    0.06    0.00    0.00    0.00    0.00
 12/31/2008_24:00        0.10    0.10    0.00    0.00    0.00    0.05    0.05    0.00    0.00    0.00    0.00
 01/31/2009_24:00        0.12    0.12    0.00    0.00    0.00    0.06    0.06    0.00    0.00    0.00    0.00
 02/28/2009_24:00        0.03    0.03    0.00    0.00    0.00    0.01    0.01    0.00    0.00    0.00    0.00
 03/31/2009_24:00        0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
 04/30/2009_24:00        0.10    0.10    0.10    0.00    0.00    0.05    0.05    0.06    0.00    0.00    0.00
 05/31/2009_24:00        0.21    0.21    0.21    0.00    0.00    0.11    0.11    0.11    0.00    0.00    0.00
 06/30/2009_24:00        0.22    0.22    0.21    0.00    0.00    0.11    0.11    0.11    0.00    0.00    0.00
 07/31/2009_24:00        0.23    0.23    0.23    0.00    0.00    0.12    0.12    0.12    0.00    0.00    0.00
 08/31/2009_24:00        0.16    0.16    0.16    0.00    0.00    0.09    0.09    0.09    0.00    0.00    0.00
 09/30/2009_24:00        0.02    0.02    0.02    0.00    0.00    0.01    0.01    0.01    0.00    0.00    0.00
 10/31/2009_24:00        0.19    0.19    0.00    0.00    0.00    0.10    0.10    0.00    0.00    0.00    0.00
 11/30/2009_24:00        0.14    0.14    0.00    0.00    0.00    0.07    0.07    0.00    0.00    0.00    0.00
 12/31/2009_24:00        0.10    0.10    0.00    0.00    0.00    0.05    0.05    0.00    0.00    0.00    0.00
 01/31/2010_24:00        0.10    0.10    0.00    0.00    0.00    0.05    0.05    0.00    0.00    0.00    0.00
 02/28/2010_24:00        0.02    0.02    0.00    0.00    0.00    0.01    0.01    0.00    0.00    0.00    0.00
 03/31/2010_24:00        0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
 04/30/2010_24:00        0.01    0.01    0.01    0.00    0.00    0.01    0.01    0.01    0.00    0.00    0.00
 05/31/2010_24:00        0.20    0.20    0.20    0.00    0.00    0.10    0.10    0.10    0.00    0.00    0.00
 06/30/2010_24:00        0.22    0.22    0.22    0.00    0.00    0.11    0.11    0.11    0.00    0.00    0.00
 07/31/2010_24:00        0.23    0.23    0.23    0.00    0.00    0.12    0.12    0.12    0.00    0.00    0.00
 08/31/2010_24:00        0.17    0.17    0.18    0.00    0.00    0.09    0.09    0.09    0.00    0.00    0.00
 09/30/2010_24:00        0.04    0.04    0.04    0.00    0.00    0.02    0.02    0.02    0.00    0.00    0.00
 10/31/2010_24:00        0.11    0.11    0.00    0.00    0.00    0.06    0.06    0.00    0.00    0.00    0.00
 11/30/2010_24:00        0.17    0.17    0.00    0.00    0.00    0.08    0.08    0.00    0.00    0.00    0.00
 12/31/2010_24:00        0.10    0.10    0.00    0.00    0.00    0.05    0.05    0.00    0.00    0.00    0.00
 01/31/2011_24:00        0.10    0.10    0.00    0.00    0.00    0.05    0.05    0.00    0.00    0.00    0.00
 02/28/2011_24:00        0.03    0.03    0.00    0.00    0.00    0.02    0.02    0.00    0.00    0.00    0.00
 03/31/2011_24:00        0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
 04/30/2011_24:00        0.05    0.05    0.05    0.00    0.00    0.03    0.03    0.03    0.00    0.00    0.00
 05/31/2011_24:00        0.18    0.18    0.18    0.00    0.00    0.09    0.09    0.09    0.00    0.00    0.00
 06/30/2011_24:00        0.20    0.20    0.20    0.00    0.00    0.11    0.11    0.11    0.00    0.00    0.00
 07/31/2011_24:00        0.22    0.22    0.22    0.00    0.00    0.12    0.12    0.12    0.00    0.00    0.00
 08/31/2011_24:00        0.17    0.17    0.17    0.00    0.00    0.09    0.09    0.09    0.00    0.00    0.00
 09/30/2011_24:00        0.04    0.04    0.04    0.00    0.00    0.02    0.02    0.02    0.00    0.00    0.00
 10/31/2011_24:00        0.12    0.12    0.00    0.00    0.00    0.06    0.06    0.00    0.00    0.00    0.00
 11/30/2011_24:00        0.17    0.17    0.00    0.00    0.00    0.09    0.09    0.00    0.00    0.00    0.00
 12/31/2011_24:00        0.11    0.11    0.00    0.00    0.00    0.06    0.06    0.00    0.00    0.00    0.00
 01/31/2012_24:00        0.14    0.14    0.00    0.00    0.00    0.07    0.07    0.00    0.00    0.00    0.00
 02/29/2012_24:00        0.03    0.03    0.00    0.00    0.00    0.02    0.02    0.00    0.00    0.00    0.00
 03/31/2012_24:00        0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
 04/30/2012_24:00        0.01    0.01    0.01    0.00    0.00    0.01    0.01    0.01    0.00    0.00    0.00
 05/31/2012_24:00        0.23    0.23    0.23    0.00    0.00    0.12    0.12    0.12    0.00    0.00    0.00
 06/30/2012_24:00        0.22    0.22    0.22    0.00    0.00    0.11    0.11    0.11    0.00    0.00    0.00
 07/31/2012_24:00        0.23    0.23    0.23    0.00    0.00    0.12    0.12    0.12    0.00    0.00    0.00
 08/31/2012_24:00        0.18    0.18    0.18    0.00    0.00    0.09    0.09    0.09    0.00    0.00    0.00
 09/30/2012_24:00        0.03    0.03    0.03    0.00    0.00    0.02    0.02    0.02    0.00    0.00    0.00
 10/31/2012_24:00        0.14    0.14    0.00    0.00    0.00    0.07    0.07    0.00    0.00    0.00    0.00
 11/30/2012_24:00        0.16    0.16    0.00    0.00    0.00    0.08    0.08    0.00    0.00    0.00    0.00
 12/31/2012_24:00        0.10    0.10    0.00    0.00    0.00    0.05    0.05    0.00    0.00    0.00    0.00
